852	137	4	17.55
1416	217	4	32.68
1758	123	3	13.99
3201	12	3	4.69
140	102	146	193.37
172	140	5	4.03
559	183	6	37.41
109	569	6	14.54
6481	14	4	14
107	1114	13	71.29
111	655	20	107.46
39	328	3	9.31
1099	109	10	49.33
1317	57	3	13.14
2660	108	3	12.92
115	1058	4	13.1
119	1583	5	24.54
120	1213	3	10.3
2963	3623	7	130.65
111	406	11	32.61
105	9651	3	22.94
3902	102	3	8.95
115	4102	4	25.54
140	135	44	125.45
174	213	4	9.85
3941	14	5	13.51
139	537	4	13.47
198	727	4	25.42
195	118	47	185.21
133	623	3	8.86
110	313	11	23.54
107	7511	3	20.54
3404	14	10	41.74
142	5800	3	24.7
3395	14	5	11.79
39	307	5	19.14
133	438	6	20.81
8	3253	5	37.05
149	1173	3	15.27
575	1178	9	111.75
317	108	8	12.31
4665	14	6	21.82
354	2	7	12.93
1862	661	5	62.44
505	13996	3	50.69
1258	240	3	22.99
2857	14	4	6.13
207	490	64	759.42
5186	14	3	6.63
156	202	4	6.53
101	899	6	8.01
105	3355	10	74.72
1170	113	3	8.7
2733	277	3	29.71
12	2136	11	37.46
109	11097	4	38.57
623	1150	3	30.39
180	120	9	7.78
193	474	6	36.63
166	189	5	11.07
506	12	32	73.55
116	148	15	7.18
114	176	13	12.14
119	1356	5	22.98
470	111	6	13.01
111	180	75	301.81
1210	194	4	29.76
132	764	3	10.09
135	143	20	32
107	245	16	32.79
108	609	16	72.26
672	12	10	8.52
132	1189	22	193.44
436	129	3	6.01
115	1166	3	8.82
140	367	5	14.63
646	170	4	21.56
115	1941	3	11.85
712	106	3	4.88
2242	413	3	32.04
5850	14	5	18.78
106	4673	3	16.64
3059	101	3	7.35
102	1580	13	54.01
3758	101	4	14.11
2734	14	6	13.99
154	258	4	9.19
131	610	3	8.65
219	517	5	31.8
1359	113	5	21.05
238	130	4	4.47
2525	14	5	8.7
420	445	3	20.97
1267	3255	14	270.72
101	1345	11	36.67
105	526	5	7.65
157	197	5	10.08
543	152	4	16.2
2246	14	5	7.78
244	219	3	9.76
5531	101	4	18.08
418	174	5	24.57
8	1555	5	27.7
150	357	16	90.79
124	1918	5	30.26
9606	10	3	48.9
148	1560	3	16.91
335	110	12	30.53
315	107	12	26.32
104	627	5	6.1
105	994	4	9.63
103	223	71	208.38
1593	137	3	15.41
574	139	3	9
156	114	85	297.27
598	226	12	103.77
101	933	10	23.03
428	326	6	45.37
182	117	10	9.76
105	1640	4	13.53
142	2796	3	19.49
120	2227	8	54.93
141	4772	3	23.73
3860	111	3	16.02
107	3012	3	13.58
106	908	3	6.22
197	119	32	103.34
120	4505	3	19.21
174	124	12	19.1
1694	123	3	13.77
3393	12	3	5.06
234	140	7	15.85
120	3642	3	17.41
4159	12528	3	65.27
2	619	3	4.8
111	3078	6	38.71
349	102	22	36.56
144	225	11	33.86
103	8492	3	16.98
6729	109	5	42.82
2011	14	5	6.6
101	366	25	47.96
123	1915	3	14.44
101	695	12	24.34
12	1086	40	212.97
131	365	3	5.22
2318	125	6	41.47
101	3497	4	13.39
10322	57	3	29.22
16	4353	3	18.87
8	6069	3	23.6
1475	216	3	22.92
967	157	5	30.93
890	123	3	9.79
481	104	12	25.99
